Id,Name,ComponentCode__c,Status__c,Category__c,ComponentDescription__c
a2I8H000000krVVUAY,G25,G25,Active,Hoistway Equipment,HOISTWAY - WEIGHTS
a2I8H000000krVWUAY,G26,G26,Active,Hoistway Equipment,HOISTWAY - WIRING
a2I8H000000krVXUAY,G27,G27,Active,,HOISTWAY - CAR-TO-CWT ROPES
a2I8H000000krVYUAY,G28,G28,Active,,HOISTWAY - CAR-TO-DRUM ROPES
a2I8H000000krVZUAY,G29,G29,Active,,HOISTWAY - CWT-TO-DRUM ROPES
a2I8H000000krVaUAI,G30,G30,Active,Hoistway Equipment,HOISTWAY - HAND ROPE
a2I8H000000krVdUAI,F99,F99,Active,,HOISTWAY DOORS - OTHER
a2I8H000000krVeUAI,G01,G01,Active,Hoistway Equipment,HOISTWAY - FINAL LIMIT
a2I8H000000krW0UAI,F08,F08,Active,,HOISTWAY DOORS - MOTOR
a2I8H000000krW1UAI,F06,F06,Active,Hoistway Doors,HOISTWAY DOORS - GIB
a2I8H000000krW2UAI,F07,F07,Active,Hoistway Doors,HOISTWAY DOORS - FREIGHT OPERATOR/MOTOR
a2I8H000000krW3UAI,E72,E72,Active,Car Equipment,CAR - STEADYING DEVICE
a2I8H000000krW4UAI,F09,F09,Active,Hoistway Doors,HOISTWAY DOORS - RETIRING CAM
a2I8H000000krW5UAI,F10,F10,Active,Hoistway Doors,HOISTWAY DOORS - CHAIN
a2I8H000000krW6UAI,F11,F11,Active,,HOISTWAY DOORS - DOOR OFF TRACK
a2I8H000000krW7UAI,F12,F12,Active,Hoistway Doors,HOISTWAY DOORS - DOOR/HARDWARE/ FASCIA
a2I8H000000krW8UAI,F13,F13,Active,Hoistway Doors,HOISTWAY DOORS - SILL
a2I8H000000krW9UAI,F14,F14,Active,Hoistway Doors,HOISTWAY DOORS - SIGHT GUARD/ASTRAGAL
a2I8H000000krWAUAY,F15,F15,Active,Hoistway Doors,HOISTWAY DOORS - ROLLER/UPTHRUST
a2I8H000000krWBUAY,F16,F16,Active,Hoistway Doors,HOISTWAY DOORS - SPIRATOR
a2I8H000000krWCUAY,F17,F17,Active,Hoistway Doors,HOISTWAY DOORS - TRACK
a2I8H000000krWrUAI,037,037,Active,,BYPASS FAULT WEST LANE
a2I8H000000krX2UAI,065,065,Active,,MASTER VEHICLE TRAIN LINE SIGNAL LOSS EAST LANE
a2I8H000000krX3UAI,066,066,Active,,MASTER VEHICLE CROSS CHECK FAULT EAST LANE
a2I8H000000krX4UAI,067,067,Active,,MASTER VEHICLE BUMPER SWITCH ACTIVATED EAST LANE
a2I8H000000krX5UAI,068,068,Active,,MASTER VEHICLE LEFT # 1 EMERGENCY ACCESS DOOR OPEN
a2I8H000000krX6UAI,069,069,Active,,MASTER VEHICLE LEFT # 2 EMERGENCY ACCESS DOOR OPEN
a2I8H000000krX7UAI,070,070,Active,,MASTER VEHICLE LEFT # 3 EMERGENCY ACCESS DOOR OPEN
a2I8H000000krX8UAI,071,071,Active,,MASTER VEHICLE SAFE TO OPERATE SELF TEST EAST LANE
a2I8H000000krX9UAI,072,072,Active,,MASTER VEHICLE DOOR ENABLE SELF TEST EAST LANE
a2I8H000000krXAUAY,073,073,Active,,MASTER VEHICLE LEFT # 1 DOOR NOT LOCKED EAST LANE
a2I8H000000krXBUAY,074,074,Active,,MASTER VEHICLE LEFT # 2 DOOR NOT LOCKED EAST LANE
a2I8H000000krXCUAY,075,075,Active,,MASTER VEHICLE LEFT # 3 DOOR NOT LOCKED EAST LANE
a2I8H000000krXDUAY,076,076,Active,,MASTER VEHICLE RIGHT # 1 DOOR NOT LOCKED EAST LANE
a2I8H000000krXEUAY,034,034,Active,,CROSSCHECK FAULT WEST LANE
a2I8H000000krXFUAY,077,077,Active,,MASTER VEHICLE RIGHT # 2 DOOR NOT LOCKED EAST LANE
a2I8H000000krXGUAY,078,078,Active,,MASTER VEHICLE RIGHT # 3 DOOR NOT LOCKED EAST LANE
a2I8H000000krXHUAY,079,079,Active,,MASTER VEHICLE AFT E-STOP PUSHBUTTON ACTIVATED EAS
a2I8H000000krXJUAY,080,080,Active,,MASTER VEHICLE FWD E-STOP PUSHBUTTON ACTIVATED EAS
a2I8H000000krXKUAY,081,081,Active,,MASTER VEHICLE PHASE LOSS EAST LANE
a2I8H000000krXLUAY,082,082,Active,,FWD SLAVE VEHICLE SUSPENSION LOSS EAST LANE
a2I8H000000krXMUAY,083,083,Active,,FWD SLAVE VEHICLE TRAIN LINE SIGNAL LOSS EAST LANE
a2I8H000000krYOUAY,G31,G31,Active,,HOISTWAY - HOISTING TAPE
a2I8H000000krYPUAY,G32,G32,Active,Hoistway Equipment,HOISTWAY - TILLER ROPES
a2I8H000000krYQUAY,G33,G33,Active,Hoistway Equipment,EARTHQUAKE PROTECTION
a2I8H000000krYRUAY,G34,G34,Active,Hoistway Equipment,ROPE SHORTEN / TENSION
a2I8H000000krYSUAY,G35,G35,Active,Hoistway Equipment,SHEAVE BEARING
a2I8H000000krZ4UAI,L03,L03,Active,Selector / PPT,SELECTOR - FLOOR STOPS / PIE PLATES
a2I8H000000krZ5UAI,L04,L04,Active,Selector / PPT,SELECTOR - LEVELING DEVICE OR RING
a2I8H000000krZ6UAI,L05,L05,Active,Selector / PPT,SELECTOR - ADVANCER DRIVE / MOTOR
a2I8H000000krZ7UAI,L06,L06,Active,Selector / PPT,SELECTOR - STOP CONTROL SWITCH
a2I8H000000krZ8UAI,L07,L07,Active,Selector / PPT,SELECTOR - DOOR ZONE CONTACT
a2I8H000000krZ9UAI,L08,L08,Active,,SELECTOR - FLOOR COIL
a2I8H000000krZAUAY,L09,L09,Active,Selector / PPT,SELECTOR - SELECTOR CHAIN
a2I8H000000krZBUAY,L10,L10,Active,,SELECTOR - MOTOR
a2I8H000000krZCUAY,L47,L47,Active,,SELECTOR - TRAVEL NUT
a2I8H000000krZDUAY,L48,L48,Active,,SELECTOR - VERTICAL WORM
a2I8H000000krZEUAY,L11,L11,Active,Selector / PPT,SELECTOR - TAPE/CABLE/SHEAVE
a2I8H000000krZFUAY,M22,M22,Active,Generator,MEGGER
a2I8H000000krZGUAY,M99,M99,Active,,GENERATOR - OTHER
a2I8H000000krZHUAY,N01,N01,Active,Motor,MOTOR - BEARING
a2I8H000000krZIUAY,K01,K01,Active,Lobby Panel,LOBBY PANEL - LIGHTS
a2I8H000000krZJUAY,N02,N02,Active,Motor,MOTOR - BRUSH
a2I8H000000krZKUAY,569,569,Active,,MACHINE ROOM DEROPEMENT UNIT
a2I8H000000krZLUAY,570,570,Active,,MACHINE ROOM HYDRAULIC DAMPENING SYSTEM
a2I8H000000krZMUAY,571,571,Active,,MACHINE ROOM TACHOMETER TERMINATION BOX
a2I8H000000krZNUAY,A08,A08,Active,Car Controller,CAR CONTROLLER- POWER SUPPLY/RECTIFIER/TRANSFORMER
a2I8H000000krZOUAY,A09,A09,Active,,CAR CONTROLLER - SES (FIREMAN'S SERVICE)
a2I8H000000krZPUAY,A10,A10,Active,,CAR CONTROLLER - MAINLINE FUSE
a2I8H000000krZQUAY,A11,A11,Active,,CAR CONTROLLER - MAINLINE SWITCH
a2I8H000000krZRUAY,A12,A12,Active,Car Controller,CAR CONTROLLER - STEPPER SWITCH
a2I8H000000krZSUAY,A13,A13,Active,,CAR CONTROLLER - POR(POWER ON RESET)
a2I8H000000krZTUAY,E30,E30,Active,,CAR - ELECTRICAL PROBLEM
a2I8H000000krZUUAY,E27,E27,Active,Car Equipment,CAR - TAPE READER
a2I8H000000krZVUAY,E28,E28,Active,,CAR - FAN MOTOR
a2I8H000000krZWUAY,E29,E29,Active,Car Equipment,CAR - FAN
a2I8H000000krZXUAY,E31,E31,Active,,CAR - EJECTOR
a2I8H000000krZYUAY,E32,E32,Active,Car Equipment,CAR - ROLLER / SLIDE GUIDE
a2I8H000000krZZUAY,L18,L18,Active,Selector / PPT,SELECTOR - SWITCH
a2I8H000000krZaUAI,L19,L19,Active,Selector / PPT,SELECTOR - WIRING
a2I8H000000krZbUAI,L20,L20,Active,Selector / PPT,SELECTOR - CONTACT
a2I8H000000krZcUAI,L99,L99,Active,,SELECTOR - OTHER
a2I8H000000krZdUAI,M01,M01,Active,Generator,GENERATOR - COMMUTATOR
a2I8H000000krZeUAI,M02,M02,Active,Generator,GENERATOR - ARMATURE
a2I8H000000krZfUAI,M03,M03,Active,Generator,GENERATOR - EXCITER
a2I8H000000krZgUAI,M04,M04,Active,Generator,GENERATOR - FIELDS/STATOR
a2I8H000000krZhUAI,M05,M05,Active,,GENERATOR - STATOR
a2I8H000000krZiUAI,N03,N03,Active,Motor,MOTOR - STATOR/FIELDS
a2I8H000000krZjUAI,N04,N04,Active,Motor,MOTOR - ROTOR/ARMATURE
a2I8H000000krZkUAI,S09,S09,Active,,MAIN MACHINE - BRUSHES
a2I8H000000krZlUAI,S10,S10,Active,,MAIN MACHINE - COUPLING (MOTOR-TO-ENCODER)
a2I8H000000krZmUAI,572,572,Active,,MACHINE ROOM DRIVE SHEAVE
a2I8H000000krZnUAI,S07,S07,Active,,MAIN MACHINE - BEARINGS
a2I8H000000krZoUAI,S08,S08,Active,,MAIN MACHINE - BELT
a2I8H000000krZpUAI,132,132,Active,,MASTER VEHICLE RIGHT # 3 DOOR NOT LOCKED WEST LANE
a2I8H000000krZqUAI,098,098,Active,,FWD SLAVE VEHICLE FWD E-STOP PUSHBUTTON ACTIVATED
a2I8H000000krZrUAI,099,099,Active,,FWD SLAVE VEHICLE PHASE LOSS EAST LANE
a2I8H000000krZsUAI,100,100,Active,,AFT SLAVE VEHICLE SUSPENSION LOSS EAST LANE
a2I8H000000krZtUAI,101,101,Active,,AFT SLAVE VEHICLE TRAIN LINE SIGNAL LOSS EAST LANE
a2I8H000000krZuUAI,102,102,Active,,AFT SLAVE VEHICLE CROSS CHECK FAULT EAST LANE
a2I8H000000krZvUAI,103,103,Active,,AFT SLAVE VEHICLE BUMPER SWITCH ACTIVATED EAST LAN
a2I8H000000krZwUAI,104,104,Active,,AFT SLAVE VEHICLE LEFT # 1 EMERGENCY ACCESS DOOR O
a2I8H000000krZxUAI,105,105,Active,,AFT SLAVE VEHICLE LEFT # 2 EMERGENCY ACCESS DOOR O
a2I8H000000krZyUAI,106,106,Active,,AFT SLAVE VEHICLE LEFT # 3 EMERGENCY ACCESS DOOR O
a2I8H000000krZzUAI,503,503,Active,,GUIDEWAY FLYING SURFACE
a2I8H000000kra0UAA,S56,S56,Active,,MAIN MACHINE - LINER
a2I8H000000kra1UAA,S57,S57,Active,Main Machine / Brake,MAIN MACHINE - OIL
a2I8H000000kra2UAA,S58,S58,Active,,MAIN MACHINE - PINS
a2I8H000000kra3UAA,S59,S59,Active,,MAIN MACHINE - PUMP MOTOR
a2I8H000000kra4UAA,S60,S60,Active,,MAIN MACHINE - RULON LINING
a2I8H000000kra5UAA,S61,S61,Active,,MAIN MACHINE - SHAFT
a2I8H000000kra6UAA,S53,S53,Active,,MAIN MACHINE - HYDRAULIC PACKING
a2I8H000000kra7UAA,502,502,Active,,GUIDEWAY GUIDE RAIL
a2I8H000000kra8UAA,S62,S62,Active,Main Machine / Brake,MAIN MACHINE - SHEAVE/BEARING/DEFLECTOR
a2I8H000000kra9UAA,S63,S63,Active,,MAIN MACHINE - SHEAVE DRIVE
a2I8H000000kraAUAQ,S64,S64,Active,Main Machine / Brake,"MAIN MACHINE - SHEAVE,SECONDARY"
a2I8H000000kraBUAQ,138,138,Active,,FWD SLAVE VEHICLE CROSS CHECK FAULT WEST LANE
a2I8H000000kraCUAQ,135,135,Active,,MASTER VEHICLE PHASE LOSS WEST LANE
a2I8H000000kraDUAQ,136,136,Active,,FWD SLAVE VEHICLE SUSPENSION LOSS WEST LANE
a2I8H000000kraEUAQ,137,137,Active,,FWD SLAVE VEHICLE TRAIN LINE SIGNAL LOSS WEST LANE
a2I8H000000kraFUAQ,139,139,Active,,FWD SLAVE VEHICLE BUMPER SWITCH ACTIVATED WEST LAN
a2I8H000000kraGUAQ,140,140,Active,,FWD SLAVE VEHICLE LEFT #1 EMERGENCY ACCESS DOOR OP
a2I8H000000kraHUAQ,110,110,Active,,AFT SLAVE VEHICLE LEFT # 2 DOOR NOT LOCKED EAST LA
a2I8H000000kraIUAQ,111,111,Active,,AFT SLAVE VEHICLE LEFT # 3 DOOR NOT LOCKED EAST LA
a2I8H000000kraJUAQ,112,112,Active,,AFT SLAVE VEHICLE RIGHT # 1 DOOR NOT LOCKED EAST L
a2I8H000000kraKUAQ,113,113,Active,,AFT SLAVE VEHICLE RIGHT # 2 DOOR NOT LOCKED EAST L
a2I8H000000kraLUAQ,096,096,Active,,FWD SLAVE VEHICLE RIGHT # 3 DOOR NOT LOCKED EAST L
a2I8H000000kraMUAQ,134,134,Active,,MASTER VEHICLE FWD E-STOP PUSHBUTTON ACTIVATED WES
a2I8H000000kraNUAQ,114,114,Active,,AFT SLAVE VEHICLE RIGHT # 3 DOOR NOT LOCKED EAST L
a2I8H000000kraOUAQ,115,115,Active,,AFT SLAVE VEHICLE AFT E-STOP PUSHBUTTON ACTIVATED
a2I8H000000kraPUAQ,116,116,Active,,AFT SLAVE VEHICLE FWD E-STOP PUSHBUTTON ACTIVATED
a2I8H000000kraQUAQ,117,117,Active,,AFT SLAVE VEHICLE PHASE LOSS EAST LANE
a2I8H000000kraRUAQ,118,118,Active,,MASTER VEHICLE SUSPENSION LOSS WEST LANE
a2I8H000000kraSUAQ,119,119,Active,,MASTER VEHICLE TRAIN LINE SIGNAL LOSS WEST LANE
a2I8H000000kraTUAQ,120,120,Active,,MASTER VEHICLE CROSS CHECK FAULT WEST LANE
a2I8H000000kraUUAQ,121,121,Active,,MASTER VEHICLE BUMPER SWITCH ACTIVATED WEST LANE
a2I8H000000kraVUAQ,122,122,Active,,MASTER VEHICLE LEFT # 1 EMERGENCY ACCESS DOOR OPEN
a2I8H000000kraWUAQ,097,097,Active,,FWD SLAVE VEHICLE AFT E-STOP PUSHBUTTON ACTIVATED
a2I8H000000kraXUAQ,086,086,Active,,FWD SLAVE VEHICLE LEFT # 1 EMERGENCY ACCESS DOOR O
a2I8H000000kraYUAQ,133,133,Active,,MASTER VEHICLE AFT E-STOP PUSHBUTTON ACTIVATED WES
a2I8H000000kraZUAQ,123,123,Active,,MASTER VEHICLE LEFT # 2 EMERGENCY ACCESS DOOR OPEN
a2I8H000000kraaUAA,124,124,Active,,MASTER VEHICLE LEFT # 3 EMERGENCY ACCESS DOOR OPEN
a2I8H000000krabUAA,125,125,Active,,MASTER VEHICLE SAFE TO OPERATE SELF TEST WEST LANE
a2I8H000000kracUAA,126,126,Active,,MASTER VEHICLE DOOR ENABLE SELF TEST WEST LANE
a2I8H000000kradUAA,127,127,Active,,MASTER VEHICLE LEFT # 1 DOOR NOT LOCKED WEST LANE
a2I8H000000kraeUAA,128,128,Active,,MASTER VEHICLE LEFT # 2 DOOR NOT LOCKED WEST LANE
a2I8H000000krafUAA,129,129,Active,,MASTER VEHICLE LEFT # 3 DOOR NOT LOCKED WEST LANE
a2I8H000000kragUAA,130,130,Active,,MASTER VEHICLE RIGHT # 1 DOOR NOT LOCKED WEST LANE
a2I8H000000krahUAA,131,131,Active,,MASTER VEHICLE RIGHT # 2 DOOR NOT LOCKED WEST LANE
a2I8H000000kraiUAA,217,217,Active,,MASTER VEHICLE AFT BLOWER OIL PLUMBING FAULT WEST
a2I8H000000krajUAA,218,218,Active,,MASTER VEHICLE AFT BLOWER FAULT WEST LANE
a2I8H000000krakUAA,219,219,Active,,MASTER VEHICLE FWD BLOWER FAULT WEST LANE
a2I8H000000kralUAA,220,220,Active,,FWD SLAVE VEHICLE FWD BLOWER MOTOR TEMPERATURE HIG
a2I8H000000kramUAA,221,221,Active,,FWD SLAVE VEHICLE FWD BLOWER OIL COOLING EQUIPMENT
a2I8H000000kranUAA,222,222,Active,,FWD SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK1 F
a2I8H000000kraoUAA,A17,A17,Active,,CAR CONTROLLER - BATTERIES
a2I8H000000krapUAA,A14,A14,Active,Car Controller,CAR CONTROLLER - PRIMARY POSITION TRANSDUCER
a2I8H000000kraqUAA,A15,A15,Active,Car Controller,CAR CONTROLLER - DIRECT DRIVE/STARTER/REGULATOR
a2I8H000000krarUAA,A16,A16,Active,,CAR CONTROLLER - STARTER
a2I8H000000krasUAA,A18,A18,Active,Car Controller,CAR CONTROLLER - BATTERY CHARGER
a2I8H000000kratUAA,A19,A19,Active,,CAR CONTROLLER - C-CY LOCKUP
a2I8H000000krauUAA,091,091,Active,,FWD SLAVE VEHICLE LEFT # 1 DOOR NOT LOCKED EAST LA
a2I8H000000kravUAA,092,092,Active,,FWD SLAVE VEHICLE LEFT # 2 DOOR NOT LOCKED EAST LA
a2I8H000000krawUAA,093,093,Active,,FWD SLAVE VEHICLE LEFT # 3 DOOR NOT LOCKED EAST LA
a2I8H000000kraxUAA,094,094,Active,,FWD SLAVE VEHILCE RIGHT # 3 DOOR NOT LOCKED EAST L
a2I8H000000krayUAA,095,095,Active,,FWD SLAVE VEHICLE RIGHT # 2 DOOR NOT LOCKED EAST L
a2I8H000000krbRUAQ,S68,S68,Active,Main Machine / Brake,MAIN MACHINE - WORM SHAFT
a2I8H000000krbSUAQ,S65,S65,Active,Main Machine / Brake,MAIN MACHINE - SHEAVE 2:1
a2I8H000000krbTUAQ,S66,S66,Active,,MAIN MACHINE - STOP MOTION SWITCH
a2I8H000000krbUUAQ,S67,S67,Active,Main Machine / Brake,MAIN MACHINE - WORM AND GEAR
a2I8H000000krbVUAQ,S69,S69,Active,Main Machine / Brake,MAIN / BRAKE - CABLE LUBRICATOR / CARPET
a2I8H000000krbWUAQ,S70,S70,Active,Main Machine / Brake,MAIN / BRAKE - GUARD
a2I8H000000krbXUAQ,235,235,Active,,AFT SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK2 F
a2I8H000000krbYUAQ,236,236,Active,,AFT SLAVE VEHICLE FWD BLOWER OIL PLUMBING FAULT WE
a2I8H000000krbZUAQ,237,237,Active,,AFT SLAVE VEHICLE AFT BLOWER MOTOR TEMPERATURE HIG
a2I8H000000krbaUAA,238,238,Active,,AFT SLAVE VEHICLE AFT BLOWER OIL COOLING EQUIPMENT
a2I8H000000krbbUAA,239,239,Active,,AFT SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK1 F
a2I8H000000krbcUAA,240,240,Active,,AFT SLAVE VEHICLE AFT BLOWER PRESSURE SWITCH CK2 F
a2I8H000000krbdUAA,241,241,Active,,AFT SLAVE VEHICLE AFT BLOWER OIL PLUMBING FAULT WE
a2I8H000000krbeUAA,242,242,Active,,AFT SLAVE VEHICLE AFT BLOWER FAULT WEST LANE
a2I8H000000krbfUAA,243,243,Active,,AFT SLAVE VEHICLE FWD BLOWER FAULT WEST LANE
a2I8H000000krbgUAA,244,244,Active,,EAST LANE OPERATIONAL PROCESSOR HALTED
a2I8H000000krbhUAA,245,245,Active,,EAST LANE SAFETY PROCESSOR HALTED
a2I8H000000krbiUAA,246,246,Active,,WEST LANE OPERATIONAL PROCESSORE HALTED
a2I8H000000krbjUAA,247,247,Active,,WEST LANE SAFETY PROCESSOR HALTED
a2I8H000000krbkUAA,S54,S54,Active,,MAIN MACHINE - INTERPOLES
a2I8H000000krblUAA,S55,S55,Active,Main Machine / Brake,MAIN MACHINE - ISOLATION
a2I8H000000krbmUAA,501,501,Active,,GUIDEWAY PROXIMITY SWITCH
a2I8H000000krbnUAA,T10,T10,Active,Escalator,ESCALATOR - REMOVED OBJECT (SKIRTS/STEP/COMB)
a2I8H000000krboUAA,T11,T11,Active,Escalator,ESCALATOR - EMERGENCY STOP BUTTON
a2I8H000000krbpUAA,T12,T12,Active,Escalator,ESCALATOR - CARRIAGE SWITCH
a2I8H000000krbqUAA,T13,T13,Active,Escalator,ESCALATOR - SKIRT SWITCH
a2I8H000000krbrUAA,T14,T14,Active,Escalator,ESCALATOR - STARTING SWITCH
a2I8H000000krbsUAA,T15,T15,Active,Escalator,ESCALATOR - COMBPLATE/SWITCH
a2I8H000000krbtUAA,T16,T16,Active,Escalator,ESCALATOR - STEP
a2I8H000000krbuUAA,107,107,Active,,AFT SLAVE VEHICLE SAFE TO OPERATE SELF TEST EAST L
a2I8H000000krbvUAA,108,108,Active,,AFT SLAVE VEHICLE DOOR ENABLE SELF TEST EAST LANE
a2I8H000000krbwUAA,109,109,Active,,AFT SLAVE VEHICLE LEFT # 1 DOOR NOT LOCKED EAST LA
a2I8H000000krbxUAA,552,552,Active,,MAINTENANCE AREA OPTO COUPLER
a2I8H000000krbyUAA,562,562,Active,,MACHINE ROOM BRAKE
a2I8H000000krbzUAA,563,563,Active,,MACHINE ROOM BRAKE CONTROL UNIT
a2I8H000000krc0UAA,551,551,Active,,MAINTENANCE AREA PROXIMITY SWITCH
a2I8H000000krc1UAA,564,564,Active,,MACHINE ROOM HIGH SPEED COUPLER
a2I8H000000krc2UAA,565,565,Active,,MACHINE ROOM LOW SPEED COUPLER
a2I8H000000krc3UAA,566,566,Active,,MACHINE ROOM MOTOR TACHOMETER
a2I8H000000krc4UAA,567,567,Active,,MACHINE ROOM MOTOR PROTECTION UNIT
a2I8H000000krc5UAA,568,568,Active,,MACHINE ROOM GEARBOX PROTECTION UNIT
a2I8H000000krc6UAA,153,153,Active,,FWD SLAVE VEHICLE PHASE LOSS WEST LANE
a2I8H000000krcRUAQ,T17,T17,Active,,ESCALATOR - LIGHT
a2I8H000000krcSUAQ,T18ca,T18,Active,Escalator,ESCALATOR - SWITCH
a2I8H000000krcTUAQ,T19,T19,Active,Escalator,ESCALATOR - FLOOR PLATE / BALUSTRADE
a2I8H000000krcUUAQ,T20,T20,Active,Escalator,ESCALATOR - AXLE
a2I8H000000krcVUAQ,T21,T21,Active,,ESCALATOR - CHAIN ROLLER
a2I8H000000krcWUAQ,T22,T22,Active,,ESCALATOR - RISER
a2I8H000000krcYUAQ,T23,T23,Active,,ESCALATOR - STEP CHAIN
a2I8H000000krcZUAQ,T24,T24,Active,,ESCALATOR - STEP FRAME
a2I8H000000krd9UAA,233,233,Active,,AFT SLAVE VEHICLE FWD BLOWER OIL COOLING EQUIPMENT
a2I8H000000krdAUAQ,234,234,Active,,AFT SLAVE VEHICLE FWD BLOWER PRESSURE SWITCH CK1 F
a2I8H000000krdTUAQ,157,157,Active,,AFT SLAVE VEHICLE BUMPER SWITCH ACTIVATED WEST LAN
a2I8H000000krdUUAQ,154,154,Active,,AFT SLAVE VEHICLE SUSPENSION LOSS WEST LANE
a2I8H000000krdVUAQ,155,155,Active,,AFT SLAVE VEHICLE TRAIN LINE SIGNAL LOSS WEST LANE
a2I8H000000krdWUAQ,156,156,Active,,AFT SLAVE VEHICLE CROSS CHECK FAULT WEST LANE
a2I8H000000krdXUAQ,158,158,Active,,AFT SLAVE VEHICLE LEFT #1 EMERGENCY ACCESS DOOR OP
a2I8H000000krdYUAQ,159,159,Active,,AFT SLAVE VEHICLE LEFT #2 EMERGENCY ACCESS DOOR OP
a2I8H000000krdZUAQ,160,160,Active,,AFT SLAVE VEHICLE LEFT #3 EMERGENCY ACCESS DOOR OP
a2I8H000000krdaUAA,161,161,Active,,AFT SLAVE VEHICLE SAFE TO OPERATE SELF TEST WEST L
a2I8H000000krdbUAA,162,162,Active,,AFT SLAVE VEHICLE DOOR ENABLE SELF TEST EAST LANE
a2I8H000000krdcUAA,163,163,Active,,AFT SLAVE VEHICLE LEFT #1 DOOR NOT LOCKED EAST LAN
a2I8H000000krddUAA,164,164,Active,,AFT SLAVE VEHICLE LEFT #2 DOOR NOT LOCKED EAST LAN
a2I8H000000krdfUAA,553,553,Active,,MAINTENANCE AREA POWER DISTRIBUTION
a2I8H000000krdgUAA,560,560,Active,,MACHINE ROOM DRIVE MOTOR
a2I8H000000krdhUAA,561,561,Active,,MACHINE ROOM GEARBOX
